Code,Description,Frequencies,code_number,ts_code,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position
KBP4664,Liabilities of non-financial public enterprises : Long-term loans from non-residents,"Quarterly,Yearly (fiscal)",4664,KBP4664K,Quarterly,1980/01,2017/01,",",2,2
KBP4667,Liabilities of non-financial public enterprises : Shares and other equity held by National Government,"Quarterly,Yearly (fiscal)",4667,KBP4667F,Yearly (fiscal),1981,2017,",",2,1
KBP4667,Liabilities of non-financial public enterprises : Shares and other equity held by National Government,"Quarterly,Yearly (fiscal)",4667,KBP4667K,Quarterly,1980/01,2017/01,",",2,2
KBP4668,Liabilities of non-financial public enterprises: Shares and other equity held by other share holders,"Quarterly,Yearly (fiscal)",4668,KBP4668F,Yearly (fiscal),1981,2017,",",2,1
KBP4668,Liabilities of non-financial public enterprises: Shares and other equity held by other share holders,"Quarterly,Yearly (fiscal)",4668,KBP4668K,Quarterly,1980/01,2017/01,",",2,2
KBP4669,"Liabilities of non-financial public enterprises: Shares and other equity held by capital funds, reserves etc","Quarterly,Yearly (fiscal)",4669,KBP4669F,Yearly (fiscal),1981,2017,",",2,1
KBP4669,"Liabilities of non-financial public enterprises: Shares and other equity held by capital funds, reserves etc","Quarterly,Yearly (fiscal)",4669,KBP4669K,Quarterly,1980/01,2017/01,",",2,2
KBP4670,Liabilities of non-financial public enterprises: Financial derivatives and employee stock options,"Quarterly,Yearly (fiscal)",4670,KBP4670F,Yearly (fiscal),1981,2017,",",2,1
KBP4670,Liabilities of non-financial public enterprises: Financial derivatives and employee stock options,"Quarterly,Yearly (fiscal)",4670,KBP4670K,Quarterly,1980/01,2017/01,",",2,2
KBP4671,Liabilities of non-financial public enterprises: Other accounts payable,"Quarterly,Yearly (fiscal)",4671,KBP4671F,Yearly (fiscal),1981,2017,",",2,1
KBP4671,Liabilities of non-financial public enterprises: Other accounts payable,"Quarterly,Yearly (fiscal)",4671,KBP4671K,Quarterly,1980/01,2017/01,",",2,2
KBP4672,Liabilities of non-financial public enterprises: Total,"Quarterly,Yearly (fiscal)",4672,KBP4672F,Yearly (fiscal),1981,2017,",",2,1
KBP4672,Liabilities of non-financial public enterprises: Total,"Quarterly,Yearly (fiscal)",4672,KBP4672K,Quarterly,1980/01,2017/01,",",2,2
KBP4673,Liabilities of non-financial public enterprises: Short-term loans,"Quarterly,Yearly (fiscal)",4673,KBP4673F,Yearly (fiscal),1980,2017,",",2,1
KBP4673,Liabilities of non-financial public enterprises: Short-term loans,"Quarterly,Yearly (fiscal)",4673,KBP4673K,Quarterly,1980/01,2017/01,",",2,2
KBP4674,"Liabilities of non-financial public enterprises: Insurance, pension and standardised guarantee schemes","Quarterly,Yearly (fiscal)",4674,KBP4674F,Yearly (fiscal),2006,2017,",",2,1
KBP4674,"Liabilities of non-financial public enterprises: Insurance, pension and standardised guarantee schemes","Quarterly,Yearly (fiscal)",4674,KBP4674K,Quarterly,2005/02,2017/01,",",2,2
KBP4680,Assets of non-financial public enterprises: Domestic non- financial assets,"Quarterly,Yearly (fiscal)",4680,KBP4680F,Yearly (fiscal),1981,2017,",",2,1
KBP4680,Assets of non-financial public enterprises: Domestic non- financial assets,"Quarterly,Yearly (fiscal)",4680,KBP4680K,Quarterly,1980/01,2017/01,",",2,2
KBP4681,Assets of non-financial public enterprises: Foreign non- financial assets,"Quarterly,Yearly (fiscal)",4681,KBP4681F,Yearly (fiscal),1981,2017,",",2,1
KBP4681,Assets of non-financial public enterprises: Foreign non- financial assets,"Quarterly,Yearly (fiscal)",4681,KBP4681K,Quarterly,1980/01,2017/01,",",2,2
KBP4682,Assets of non-financial public enterprises: Financial assets Currency and deposits at monetary institutions,"Quarterly,Yearly (fiscal)",4682,KBP4682F,Yearly (fiscal),1981,2017,",",2,1
KBP4682,Assets of non-financial public enterprises: Financial assets Currency and deposits at monetary institutions,"Quarterly,Yearly (fiscal)",4682,KBP4682K,Quarterly,1980/01,2017/01,",",2,2
KBP4683,Assets of non-financial public enterprises: Financial assets Currency and deposits at other institutions,"Quarterly,Yearly (fiscal)",4683,KBP4683F,Yearly (fiscal),1981,2017,",",2,1
KBP4683,Assets of non-financial public enterprises: Financial assets Currency and deposits at other institutions,"Quarterly,Yearly (fiscal)",4683,KBP4683K,Quarterly,1980/01,2017/01,",",2,2
KBP4692,Assets of non-financial public enterprises: Total,"Quarterly,Yearly (fiscal)",4692,KBP4692F,Yearly (fiscal),1981,2017,",",2,1
KBP4692,Assets of non-financial public enterprises: Total,"Quarterly,Yearly (fiscal)",4692,KBP4692K,Quarterly,1980/01,2017/01,",",2,2
KBP4700,National government: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4700,KBP4700F,Yearly (fiscal),1992,2017,",",2,1
KBP4700,National government: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4700,KBP4700K,Quarterly,2000/02,2017/02,",",2,2
KBP4701,National government: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4701,KBP4701F,Yearly (fiscal),1992,2017,",",2,1
KBP4701,National government: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4701,KBP4701K,Quarterly,2000/02,2017/02,",",2,2
KBP4702,National government: Cash receipts from operating activities -Taxes,"Quarterly,Yearly (fiscal)",4702,KBP4702F,Yearly (fiscal),1992,2017,",",2,1
KBP4702,National government: Cash receipts from operating activities -Taxes,"Quarterly,Yearly (fiscal)",4702,KBP4702K,Quarterly,2000/01,2017/02,",",2,2
KBP4703,National government: Cash receipts from operating activities -Social contributions,"Quarterly,Yearly (fiscal)",4703,KBP4703F,Yearly (fiscal),1992,2017,",",2,1
KBP4703,National government: Cash receipts from operating activities -Social contributions,"Quarterly,Yearly (fiscal)",4703,KBP4703K,Quarterly,1991/02,2017/02,",",2,2
KBP4704,National government: Cash receipts from operating activities -Other receipts,"Quarterly,Yearly (fiscal)",4704,KBP4704F,Yearly (fiscal),1992,2017,",",2,1
KBP4704,National government: Cash receipts from operating activities -Other receipts,"Quarterly,Yearly (fiscal)",4704,KBP4704K,Quarterly,2000/02,2017/02,",",2,2
KBP4705,National government: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4705,KBP4705F,Yearly (fiscal),1992,2017,",",2,1
KBP4705,National government: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4705,KBP4705K,Quarterly,2000/02,2017/02,",",2,2
KBP4706,National government: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4706,KBP4706F,Yearly (fiscal),1992,2017,",",2,1
KBP4706,National government: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4706,KBP4706K,Quarterly,2000/02,2017/02,",",2,2
KBP4707,National government: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4707,KBP4707F,Yearly (fiscal),1992,2017,",",2,1
KBP4707,National government: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4707,KBP4707K,Quarterly,2000/02,2017/02,",",2,2
KBP4708,National government: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4708,KBP4708F,Yearly (fiscal),1992,2017,",",2,1
KBP4708,National government: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4708,KBP4708K,Quarterly,2000/02,2017/02,",",2,2
KBP4709,National government: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4709,KBP4709F,Yearly (fiscal),1992,2017,",",2,1
KBP4709,National government: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4709,KBP4709K,Quarterly,2000/02,2017/02,",",2,2
KBP4710,National government: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4710,KBP4710F,Yearly (fiscal),1992,2017,",",2,1
KBP4710,National government: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4710,KBP4710K,Quarterly,2000/02,2017/02,",",2,2
KBP4711,National government: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4711,KBP4711F,Yearly (fiscal),1992,2017,",",2,1
KBP4711,National government: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4711,KBP4711K,Quarterly,2000/02,2017/02,",",2,2
KBP4712,National government: Net cash flow from investment in non- financial assets,"Quarterly,Yearly (fiscal)",4712,KBP4712F,Yearly (fiscal),1992,2017,",",2,1
KBP4712,National government: Net cash flow from investment in non- financial assets,"Quarterly,Yearly (fiscal)",4712,KBP4712K,Quarterly,2001/02,2017/02,",",2,2
KBP4713,National government: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4713,KBP4713F,Yearly (fiscal),1992,2017,",",2,1
KBP4713,National government: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4713,KBP4713K,Quarterly,2001/02,2017/02,",",2,2
KBP4714,National government: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4714,KBP4714F,Yearly (fiscal),1992,2017,",",2,1
KBP4714,National government: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4714,KBP4714K,Quarterly,2000/02,2017/02,",",2,2
KBP4715,National government: Net cash flow from financing activities Net acquisition of financial assets other than cash,"Quarterly,Yearly (fiscal)",4715,KBP4715F,Yearly (fiscal),1992,2017,",",2,1
KBP4715,National government: Net cash flow from financing activities Net acquisition of financial assets other than cash,"Quarterly,Yearly (fiscal)",4715,KBP4715K,Quarterly,2000/02,2017/02,",",2,2
KBP4716,National government: Net cash flow from financing activities Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4716,KBP4716F,Yearly (fiscal),1992,2017,",",2,1
KBP4716,National government: Net cash flow from financing activities Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4716,KBP4716K,Quarterly,2000/02,2017/02,",",2,2
KBP4717,National government: Net cash flow from financing activities Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4717,KBP4717F,Yearly (fiscal),1992,2017,",",2,1
KBP4717,National government: Net cash flow from financing activities Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4717,KBP4717K,Quarterly,2000/02,2017/02,",",2,2
KBP4718,National government: Net cash flow from financing activities Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4718,KBP4718F,Yearly (fiscal),1992,2017,",",2,1
KBP4718,National government: Net cash flow from financing activities Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4718,KBP4718K,Quarterly,2000/02,2017/02,",",2,2
KBP4719,National government: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4719,KBP4719F,Yearly (fiscal),1992,2017,",",2,1
KBP4719,National government: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4719,KBP4719K,Quarterly,2000/02,2017/02,",",2,2
KBP4725,Extra-budgetary institutions: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4725,KBP4725F,Yearly (fiscal),1992,2017,",",2,1
KBP4725,Extra-budgetary institutions: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4725,KBP4725K,Quarterly,2000/02,2017/02,",",2,2
KBP4726,Extra-budgetary institutions: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4726,KBP4726F,Yearly (fiscal),1992,2017,",",2,1
KBP4726,Extra-budgetary institutions: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4726,KBP4726K,Quarterly,2000/02,2017/02,",",2,2
KBP4727,Extra-budgetary institutions: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4727,KBP4727F,Yearly (fiscal),1994,2017,",",2,1
KBP4727,Extra-budgetary institutions: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4727,KBP4727K,Quarterly,1991/02,2017/02,",",2,2
KBP4728,Extra-budgetary institutions: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4728,KBP4728F,Yearly (fiscal),1992,2017,",",2,1
KBP4728,Extra-budgetary institutions: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4728,KBP4728K,Quarterly,2000/02,2017/02,",",2,2
KBP4729,Extra-budgetary institutions: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4729,KBP4729F,Yearly (fiscal),1992,2017,",",2,1
KBP4729,Extra-budgetary institutions: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4729,KBP4729K,Quarterly,2000/02,2017/02,",",2,2
KBP4730,Extra-budgetary institutions: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4730,KBP4730F,Yearly (fiscal),1992,2017,",",2,1
KBP4730,Extra-budgetary institutions: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4730,KBP4730K,Quarterly,2000/02,2017/02,",",2,2
KBP4731,Extra-budgetary institutions: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4731,KBP4731F,Yearly (fiscal),1992,2017,",",2,1
KBP4731,Extra-budgetary institutions: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4731,KBP4731K,Quarterly,2000/02,2017/02,",",2,2
KBP4732,Extra-budgetary institutions: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4732,KBP4732F,Yearly (fiscal),1992,2017,",",2,1
KBP4732,Extra-budgetary institutions: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4732,KBP4732K,Quarterly,2000/02,2017/02,",",2,2
KBP4733,Extra-budgetary institutions: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4733,KBP4733F,Yearly (fiscal),1994,2017,",",2,1
KBP4733,Extra-budgetary institutions: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4733,KBP4733K,Quarterly,2000/02,2017/02,",",2,2
KBP4734,Extra-budgetary institutions: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4734,KBP4734F,Yearly (fiscal),1992,2017,",",2,1
KBP4734,Extra-budgetary institutions: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4734,KBP4734K,Quarterly,2000/02,2017/02,",",2,2
KBP4735,Extra-budgetary institutions: Net cash flow from investment in non-financial assets,"Quarterly,Yearly (fiscal)",4735,KBP4735F,Yearly (fiscal),1992,2017,",",2,1
KBP4735,Extra-budgetary institutions: Net cash flow from investment in non-financial assets,"Quarterly,Yearly (fiscal)",4735,KBP4735K,Quarterly,2000/02,2017/02,",",2,2
KBP4736,Extra-budgetary institutions: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4736,KBP4736F,Yearly (fiscal),1992,2017,",",2,1
KBP4736,Extra-budgetary institutions: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4736,KBP4736K,Quarterly,2000/02,2017/02,",",2,2
KBP4737,Extra-budgetary institutions: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4737,KBP4737F,Yearly (fiscal),1992,2017,",",2,1
KBP4737,Extra-budgetary institutions: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4737,KBP4737K,Quarterly,2000/02,2017/02,",",2,2
KBP4738,Extra-budgetary institutions: Net cash flow from financing activities: Net acquisition of financial assets,"Quarterly,Yearly (fiscal)",4738,KBP4738F,Yearly (fiscal),1992,2017,",",2,1
KBP4738,Extra-budgetary institutions: Net cash flow from financing activities: Net acquisition of financial assets,"Quarterly,Yearly (fiscal)",4738,KBP4738K,Quarterly,2000/02,2017/02,",",2,2
KBP4739,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4739,KBP4739F,Yearly (fiscal),1992,2017,",",2,1
KBP4739,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4739,KBP4739K,Quarterly,2000/02,2017/02,",",2,2
KBP4740,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4740,KBP4740F,Yearly (fiscal),1992,2017,",",2,1
KBP4740,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4740,KBP4740K,Quarterly,2000/02,2017/02,",",2,2
KBP4741,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4741,KBP4741F,Yearly (fiscal),1992,2017,",",2,1
KBP4741,Extra-budgetary institutions: Net cash flow from financing activities: Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4741,KBP4741K,Quarterly,2002/02,2017/02,",",2,2
KBP4742,Extra-budgetary institutions: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4742,KBP4742F,Yearly (fiscal),1992,2017,",",2,1
KBP4742,Extra-budgetary institutions: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4742,KBP4742K,Quarterly,2000/02,2017/02,",",2,2
KBP4750,Social security funds: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4750,KBP4750F,Yearly (fiscal),1992,2017,",",2,1
KBP4750,Social security funds: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4750,KBP4750K,Quarterly,2000/02,2017/02,",",2,2
KBP4751,Social security funds: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4751,KBP4751F,Yearly (fiscal),1992,2017,",",2,1
KBP4751,Social security funds: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4751,KBP4751K,Quarterly,2000/02,2017/02,",",2,2
KBP4752,Social security funds: Cash receipts from operating activities: Taxes,"Quarterly,Yearly (fiscal)",4752,KBP4752F,Yearly (fiscal),1994,2017,",",2,1
KBP4752,Social security funds: Cash receipts from operating activities: Taxes,"Quarterly,Yearly (fiscal)",4752,KBP4752K,Quarterly,2000/02,2017/02,",",2,2
KBP4753,Social security funds: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4753,KBP4753F,Yearly (fiscal),1992,2017,",",2,1
KBP4753,Social security funds: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4753,KBP4753K,Quarterly,2000/02,2017/02,",",2,2
KBP4754,Social security funds: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4754,KBP4754F,Yearly (fiscal),1992,2017,",",2,1
KBP4754,Social security funds: Cash payments for operating activities,"Quarterly,Yearly (fiscal)",4754,KBP4754K,Quarterly,2000/02,2017/02,",",2,2
KBP4755,Social security funds: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4755,KBP4755F,Yearly (fiscal),1992,2017,",",2,1
KBP4755,Social security funds: Cash payments for operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4755,KBP4755K,Quarterly,2000/02,2017/02,",",2,2
KBP4756,Social security funds: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4756,KBP4756F,Yearly (fiscal),1992,2017,",",2,1
KBP4756,Social security funds: Cash payments for operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4756,KBP4756K,Quarterly,1991/02,2017/02,",",2,2
KBP4757,Social security funds: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4757,KBP4757F,Yearly (fiscal),1992,2017,",",2,1
KBP4757,Social security funds: Cash payments for operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4757,KBP4757K,Quarterly,2000/02,2017/02,",",2,2
KBP4758,Social security funds: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4758,KBP4758F,Yearly (fiscal),1992,2017,",",2,1
KBP4758,Social security funds: Cash payments for operating activities: Grants,"Quarterly,Yearly (fiscal)",4758,KBP4758K,Quarterly,2000/02,2017/02,",",2,2
KBP4759,Social security funds: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4759,KBP4759F,Yearly (fiscal),1992,2017,",",2,1
KBP4759,Social security funds: Cash payments for operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4759,KBP4759K,Quarterly,2000/02,2017/02,",",2,2
KBP4760,Social security funds: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4760,KBP4760F,Yearly (fiscal),1992,2017,",",2,1
KBP4760,Social security funds: Cash payments for operating activities: Other payments,"Quarterly,Yearly (fiscal)",4760,KBP4760K,Quarterly,2000/02,2017/02,",",2,2
KBP4761,Social security funds: Net cash flow from investments in non-financial assets,"Quarterly,Yearly (fiscal)",4761,KBP4761F,Yearly (fiscal),1992,2017,",",2,1
KBP4761,Social security funds: Net cash flow from investments in non-financial assets,"Quarterly,Yearly (fiscal)",4761,KBP4761K,Quarterly,2000/02,2017/02,",",2,2
KBP4762,Social security funds: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4762,KBP4762F,Yearly (fiscal),1992,2017,",",2,1
KBP4762,Social security funds: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4762,KBP4762K,Quarterly,2000/02,2017/02,",",2,2
KBP4763,Social security funds: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4763,KBP4763F,Yearly (fiscal),1992,2017,",",2,1
KBP4763,Social security funds: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4763,KBP4763K,Quarterly,2000/02,2017/02,",",2,2
KBP4764,Social security funds: Net cash flow from financing activi- ties: Net acquisition of financial assets other than cash,"Quarterly,Yearly (fiscal)",4764,KBP4764F,Yearly (fiscal),1994,2017,",",2,1
KBP4764,Social security funds: Net cash flow from financing activi- ties: Net acquisition of financial assets other than cash,"Quarterly,Yearly (fiscal)",4764,KBP4764K,Quarterly,2000/02,2017/02,",",2,2
KBP4765,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4765,KBP4765F,Yearly (fiscal),1992,2017,",",2,1
KBP4765,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities,"Quarterly,Yearly (fiscal)",4765,KBP4765K,Quarterly,2000/02,2017/02,",",2,2
KBP4766,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4766,KBP4766F,Yearly (fiscal),1992,2017,",",2,1
KBP4766,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities: Domestic,"Quarterly,Yearly (fiscal)",4766,KBP4766K,Quarterly,2000/02,2017/02,",",2,2
KBP4767,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4767,KBP4767F,Yearly (fiscal),1992,2017,",",2,1
KBP4767,Social security funds: Net cash flow from financing activities: Net incurrence of liabilities: Foreign,"Quarterly,Yearly (fiscal)",4767,KBP4767K,Quarterly,2000/02,2017/02,",",2,2
KBP4768,Social security funds: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4768,KBP4768F,Yearly (fiscal),1992,2017,",",2,1
KBP4768,Social security funds: Net change in stock of cash,"Quarterly,Yearly (fiscal)",4768,KBP4768K,Quarterly,2000/02,2017/02,",",2,2
KBP4775,Consolidated central government: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4775,KBP4775F,Yearly (fiscal),1994,2017,",",2,1
KBP4775,Consolidated central government: Net cash flow from operating activities,"Quarterly,Yearly (fiscal)",4775,KBP4775K,Quarterly,2000/02,2017/02,",",2,2
KBP4776,Consolidated central government: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4776,KBP4776F,Yearly (fiscal),1994,2017,",",2,1
KBP4776,Consolidated central government: Cash receipts from operating activities,"Quarterly,Yearly (fiscal)",4776,KBP4776K,Quarterly,2000/02,2017/02,",",2,2
KBP4777,Consolidated central government: Cash receipts from operating activities: Taxes,"Quarterly,Yearly (fiscal)",4777,KBP4777F,Yearly (fiscal),1992,2017,",",2,1
KBP4777,Consolidated central government: Cash receipts from operating activities: Taxes,"Quarterly,Yearly (fiscal)",4777,KBP4777K,Quarterly,2000/02,2017/02,",",2,2
KBP4778,Consolidated central government: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4778,KBP4778F,Yearly (fiscal),1992,2017,",",2,1
KBP4778,Consolidated central government: Cash receipts from operating activities: Social contributions,"Quarterly,Yearly (fiscal)",4778,KBP4778K,Quarterly,2000/02,2017/02,",",2,2
KBP4779,Consolidated central government: Cash receipts from operating activities: Other receipts,"Quarterly,Yearly (fiscal)",4779,KBP4779F,Yearly (fiscal),1992,2017,",",2,1
KBP4779,Consolidated central government: Cash receipts from operating activities: Other receipts,"Quarterly,Yearly (fiscal)",4779,KBP4779K,Quarterly,2000/02,2017/02,",",2,2
KBP4780,Consolidated central government: Cash payments from operating activities,"Quarterly,Yearly (fiscal)",4780,KBP4780F,Yearly (fiscal),1994,2017,",",2,1
KBP4780,Consolidated central government: Cash payments from operating activities,"Quarterly,Yearly (fiscal)",4780,KBP4780K,Quarterly,2000/02,2017/02,",",2,2
KBP4781,Consolidated central government: Cash payments from operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4781,KBP4781F,Yearly (fiscal),1992,2017,",",2,1
KBP4781,Consolidated central government: Cash payments from operating activities: Compensation of employees,"Quarterly,Yearly (fiscal)",4781,KBP4781K,Quarterly,2000/02,2017/02,",",2,2
KBP4782,Consolidated central government: Cash payments from operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4782,KBP4782F,Yearly (fiscal),1992,2017,",",2,1
KBP4782,Consolidated central government: Cash payments from operating activities: Purchases of goods and services,"Quarterly,Yearly (fiscal)",4782,KBP4782K,Quarterly,2000/02,2017/02,",",2,2
KBP4783,Consolidated central government: Cash payments from operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4783,KBP4783F,Yearly (fiscal),1992,2017,",",2,1
KBP4783,Consolidated central government: Cash payments from operating activities: Subsidies,"Quarterly,Yearly (fiscal)",4783,KBP4783K,Quarterly,2000/02,2017/02,",",2,2
KBP4784,Consolidated central government: Cash payments from operating activities: Grants,"Quarterly,Yearly (fiscal)",4784,KBP4784F,Yearly (fiscal),1994,2017,",",2,1
KBP4784,Consolidated central government: Cash payments from operating activities: Grants,"Quarterly,Yearly (fiscal)",4784,KBP4784K,Quarterly,2000/02,2017/02,",",2,2
KBP4785,Consolidated central government: Cash payments from operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4785,KBP4785F,Yearly (fiscal),1992,2017,",",2,1
KBP4785,Consolidated central government: Cash payments from operating activities: Social benefits,"Quarterly,Yearly (fiscal)",4785,KBP4785K,Quarterly,2000/02,2017/02,",",2,2
KBP4786,Consolidated central government: Cash payments from operating activities: Other payments,"Quarterly,Yearly (fiscal)",4786,KBP4786F,Yearly (fiscal),1992,2017,",",2,1
KBP4786,Consolidated central government: Cash payments from operating activities: Other payments,"Quarterly,Yearly (fiscal)",4786,KBP4786K,Quarterly,2000/02,2017/02,",",2,2
KBP4787,Consolidated central government: Net cash flow from investment in non-financial assets,"Quarterly,Yearly (fiscal)",4787,KBP4787F,Yearly (fiscal),1992,2017,",",2,1
KBP4787,Consolidated central government: Net cash flow from investment in non-financial assets,"Quarterly,Yearly (fiscal)",4787,KBP4787K,Quarterly,2001/04,2017/02,",",2,2
KBP4788,Consolidated central government: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4788,KBP4788F,Yearly (fiscal),1994,2017,",",2,1
KBP4788,Consolidated central government: Cash surplus (+)/deficit (-),"Quarterly,Yearly (fiscal)",4788,KBP4788K,Quarterly,2001/04,2017/02,",",2,2
KBP4789,Consolidated central government: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4789,KBP4789F,Yearly (fiscal),1992,2017,",",2,1
KBP4789,Consolidated central government: Net cash flow from financing activities,"Quarterly,Yearly (fiscal)",4789,KBP4789K,Quarterly,2000/02,2017/02,",",2,2
KBP4790,Consolidated central government: Net acquisition of financial assets other than cash,"Quarterly,Yearly (fiscal)",4790,KBP4790F,Yearly (fiscal),1992,2017,",",2,1
